gene_id,gene_symbol,gene_name,species
77011,RN7SL394P,"RNA, 7SL, cytoplasmic 394, pseudogene",Human
77012,RN7SL395P,"RNA, 7SL, cytoplasmic 395, pseudogene",Human
77013,RN7SL396P,"RNA, 7SL, cytoplasmic 396, pseudogene",Human
77014,RN7SL397P,"RNA, 7SL, cytoplasmic 397, pseudogene",Human
77015,RN7SL398P,"RNA, 7SL, cytoplasmic 398, pseudogene",Human
77019,RN7SL402P,"RNA, 7SL, cytoplasmic 402, pseudogene",Human
77020,RN7SL403P,"RNA, 7SL, cytoplasmic 403, pseudogene",Human
77025,RN7SL408P,"RNA, 7SL, cytoplasmic 408, pseudogene",Human
77028,RN7SL411P,"RNA, 7SL, cytoplasmic 411, pseudogene",Human
77030,RN7SL413P,"RNA, 7SL, cytoplasmic 413, pseudogene",Human
77031,RN7SL414P,"RNA, 7SL, cytoplasmic 414, pseudogene",Human
77032,RN7SL415P,"RNA, 7SL, cytoplasmic 415, pseudogene",Human
77033,RN7SL416P,"RNA, 7SL, cytoplasmic 416, pseudogene",Human
77041,RN7SL424P,"RNA, 7SL, cytoplasmic 424, pseudogene",Human
77043,RN7SL426P,"RNA, 7SL, cytoplasmic 426, pseudogene",Human
77047,RN7SL430P,"RNA, 7SL, cytoplasmic 430, pseudogene",Human
77048,RN7SL431P,"RNA, 7SL, cytoplasmic 431, pseudogene",Human
77049,RN7SL432P,"RNA, 7SL, cytoplasmic 432, pseudogene",Human
77051,RN7SL434P,"RNA, 7SL, cytoplasmic 434, pseudogene",Human
77058,RN7SL441P,"RNA, 7SL, cytoplasmic 441, pseudogene",Human
77060,RN7SL443P,"RNA, 7SL, cytoplasmic 443, pseudogene",Human
77061,RN7SL444P,"RNA, 7SL, cytoplasmic 444, pseudogene",Human
77063,RN7SL446P,"RNA, 7SL, cytoplasmic 446, pseudogene",Human
77065,RN7SL448P,"RNA, 7SL, cytoplasmic 448, pseudogene",Human
77066,RN7SL449P,"RNA, 7SL, cytoplasmic 449, pseudogene",Human
77068,RN7SL451P,"RNA, 7SL, cytoplasmic 451, pseudogene",Human
77069,RN7SL452P,"RNA, 7SL, cytoplasmic 452, pseudogene",Human
77071,RN7SL454P,"RNA, 7SL, cytoplasmic 454, pseudogene",Human
77072,RN7SL455P,"RNA, 7SL, cytoplasmic 455, pseudogene",Human
77081,RN7SL464P,"RNA, 7SL, cytoplasmic 464, pseudogene",Human
77085,RN7SL468P,"RNA, 7SL, cytoplasmic 468, pseudogene",Human
77087,RN7SL470P,"RNA, 7SL, cytoplasmic 470, pseudogene",Human
77089,RN7SL472P,"RNA, 7SL, cytoplasmic 472, pseudogene",Human
77090,RN7SL473P,"RNA, 7SL, cytoplasmic 473, pseudogene",Human
77091,RN7SL474P,"RNA, 7SL, cytoplasmic 474, pseudogene",Human
77094,RN7SL477P,"RNA, 7SL, cytoplasmic 477, pseudogene",Human
77097,RN7SL480P,"RNA, 7SL, cytoplasmic 480, pseudogene",Human
77098,RN7SL481P,"RNA, 7SL, cytoplasmic 481, pseudogene",Human
77100,RN7SL483P,"RNA, 7SL, cytoplasmic 483, pseudogene",Human
77108,RN7SL491P,"RNA, 7SL, cytoplasmic 491, pseudogene",Human
77110,RN7SL493P,"RNA, 7SL, cytoplasmic 493, pseudogene",Human
77111,RN7SL494P,"RNA, 7SL, cytoplasmic 494, pseudogene",Human
77115,RN7SL498P,"RNA, 7SL, cytoplasmic 498, pseudogene",Human
77116,RN7SL499P,"RNA, 7SL, cytoplasmic 499, pseudogene",Human
77119,RN7SL502P,"RNA, 7SL, cytoplasmic 502, pseudogene",Human
77122,RN7SL505P,"RNA, 7SL, cytoplasmic 505, pseudogene",Human
77124,RN7SL507P,"RNA, 7SL, cytoplasmic 507, pseudogene",Human
77125,RN7SL508P,"RNA, 7SL, cytoplasmic 508, pseudogene",Human
77127,RN7SL510P,"RNA, 7SL, cytoplasmic 510, pseudogene",Human
77130,RN7SL513P,"RNA, 7SL, cytoplasmic 513, pseudogene",Human
77134,RN7SL517P,"RNA, 7SL, cytoplasmic 517, pseudogene",Human
77136,RN7SL519P,"RNA, 7SL, cytoplasmic 519, pseudogene",Human
77138,RN7SL521P,"RNA, 7SL, cytoplasmic 521, pseudogene",Human
77142,RN7SL525P,"RNA, 7SL, cytoplasmic 525, pseudogene",Human
77143,RN7SL526P,"RNA, 7SL, cytoplasmic 526, pseudogene",Human
77147,RN7SL530P,"RNA, 7SL, cytoplasmic 530, pseudogene",Human
77148,RN7SL531P,"RNA, 7SL, cytoplasmic 531, pseudogene",Human
77152,RN7SL535P,"RNA, 7SL, cytoplasmic 535, pseudogene",Human
77155,RN7SL538P,"RNA, 7SL, cytoplasmic 538, pseudogene",Human
77160,RN7SL543P,"RNA, 7SL, cytoplasmic 543, pseudogene",Human
77163,RN7SL546P,"RNA, 7SL, cytoplasmic 546, pseudogene",Human
77168,RN7SL551P,"RNA, 7SL, cytoplasmic 551, pseudogene",Human
77169,RN7SL552P,"RNA, 7SL, cytoplasmic 552, pseudogene",Human
77172,RN7SL555P,"RNA, 7SL, cytoplasmic 555, pseudogene",Human
77175,RN7SL558P,"RNA, 7SL, cytoplasmic 558, pseudogene",Human
77176,RN7SL559P,"RNA, 7SL, cytoplasmic 559, pseudogene",Human
77177,RN7SL560P,"RNA, 7SL, cytoplasmic 560, pseudogene",Human
77181,RN7SL564P,"RNA, 7SL, cytoplasmic 564, pseudogene",Human
77183,RN7SL566P,"RNA, 7SL, cytoplasmic 566, pseudogene",Human
77185,RN7SL568P,"RNA, 7SL, cytoplasmic 568, pseudogene",Human
77186,RN7SL569P,"RNA, 7SL, cytoplasmic 569, pseudogene",Human
77190,RN7SL573P,"RNA, 7SL, cytoplasmic 573, pseudogene",Human
77191,RN7SL574P,"RNA, 7SL, cytoplasmic 574, pseudogene",Human
77192,RN7SL575P,"RNA, 7SL, cytoplasmic 575, pseudogene",Human
77194,RN7SL577P,"RNA, 7SL, cytoplasmic 577, pseudogene",Human
77198,RN7SL581P,"RNA, 7SL, cytoplasmic 581, pseudogene",Human
77200,RN7SL583P,"RNA, 7SL, cytoplasmic 583, pseudogene",Human
77204,RN7SL587P,"RNA, 7SL, cytoplasmic 587, pseudogene",Human
77206,RN7SL589P,"RNA, 7SL, cytoplasmic 589, pseudogene",Human
77208,RN7SL591P,"RNA, 7SL, cytoplasmic 591, pseudogene",Human
77214,RN7SL597P,"RNA, 7SL, cytoplasmic 597, pseudogene",Human
77217,RN7SL600P,"RNA, 7SL, cytoplasmic 600, pseudogene",Human
77221,RN7SL604P,"RNA, 7SL, cytoplasmic 604, pseudogene",Human
77222,RN7SL605P,"RNA, 7SL, cytoplasmic 605, pseudogene",Human
77223,RN7SL606P,"RNA, 7SL, cytoplasmic 606, pseudogene",Human
77225,RN7SL608P,"RNA, 7SL, cytoplasmic 608, pseudogene",Human
77229,RN7SL612P,"RNA, 7SL, cytoplasmic 612, pseudogene",Human
77231,RN7SL614P,"RNA, 7SL, cytoplasmic 614, pseudogene",Human
77232,RN7SL615P,"RNA, 7SL, cytoplasmic 615, pseudogene",Human
77234,RN7SL617P,"RNA, 7SL, cytoplasmic 617, pseudogene",Human
77242,RN7SL625P,"RNA, 7SL, cytoplasmic 625, pseudogene",Human
77246,RN7SL629P,"RNA, 7SL, cytoplasmic 629, pseudogene",Human
77247,RN7SL630P,"RNA, 7SL, cytoplasmic 630, pseudogene",Human
77249,RN7SL632P,"RNA, 7SL, cytoplasmic 632, pseudogene",Human
77251,RN7SL634P,"RNA, 7SL, cytoplasmic 634, pseudogene",Human
77252,RN7SL635P,"RNA, 7SL, cytoplasmic 635, pseudogene",Human
77255,RN7SL638P,"RNA, 7SL, cytoplasmic 638, pseudogene",Human
77260,RN7SL643P,"RNA, 7SL, cytoplasmic 643, pseudogene",Human
77263,RN7SL646P,"RNA, 7SL, cytoplasmic 646, pseudogene",Human
77265,RN7SL648P,"RNA, 7SL, cytoplasmic 648, pseudogene",Human
77267,RN7SL650P,"RNA, 7SL, cytoplasmic 650, pseudogene",Human
77269,RN7SL652P,"RNA, 7SL, cytoplasmic 652, pseudogene",Human
77270,RN7SL653P,"RNA, 7SL, cytoplasmic 653, pseudogene",Human
77272,RN7SL655P,"RNA, 7SL, cytoplasmic 655, pseudogene",Human
77274,RN7SL657P,"RNA, 7SL, cytoplasmic 657, pseudogene",Human
77277,RN7SL660P,"RNA, 7SL, cytoplasmic 660, pseudogene",Human
77280,RN7SL663P,"RNA, 7SL, cytoplasmic 663, pseudogene",Human
77281,RN7SL664P,"RNA, 7SL, cytoplasmic 664, pseudogene",Human
77282,RN7SL665P,"RNA, 7SL, cytoplasmic 665, pseudogene",Human
77283,RN7SL666P,"RNA, 7SL, cytoplasmic 666, pseudogene",Human
77289,RN7SL672P,"RNA, 7SL, cytoplasmic 672, pseudogene",Human
77291,RN7SL674P,"RNA, 7SL, cytoplasmic 674, pseudogene",Human
77294,RN7SL677P,"RNA, 7SL, cytoplasmic 677, pseudogene",Human
77295,RN7SL678P,"RNA, 7SL, cytoplasmic 678, pseudogene",Human
77297,RN7SL680P,"RNA, 7SL, cytoplasmic 680, pseudogene",Human
77298,RN7SL681P,"RNA, 7SL, cytoplasmic 681, pseudogene",Human
77300,RN7SL683P,"RNA, 7SL, cytoplasmic 683, pseudogene",Human
77302,RN7SL685P,"RNA, 7SL, cytoplasmic 685, pseudogene",Human
77304,RN7SL687P,"RNA, 7SL, cytoplasmic 687, pseudogene",Human
77305,RN7SL688P,"RNA, 7SL, cytoplasmic 688, pseudogene",Human
77306,RN7SL689P,"RNA, 7SL, cytoplasmic 689, pseudogene",Human
77309,RN7SL692P,"RNA, 7SL, cytoplasmic 692, pseudogene",Human
77315,RN7SL698P,"RNA, 7SL, cytoplasmic 698, pseudogene",Human
77317,RN7SL700P,"RNA, 7SL, cytoplasmic 700, pseudogene",Human
77319,RN7SL702P,"RNA, 7SL, cytoplasmic 702, pseudogene",Human
77326,RN7SL709P,"RNA, 7SL, cytoplasmic 709, pseudogene",Human
77328,RN7SL711P,"RNA, 7SL, cytoplasmic 711, pseudogene",Human
77329,RN7SL712P,"RNA, 7SL, cytoplasmic 712, pseudogene",Human
77332,RN7SL715P,"RNA, 7SL, cytoplasmic 715, pseudogene",Human
77333,RN7SL716P,"RNA, 7SL, cytoplasmic 716, pseudogene",Human
77334,RN7SL717P,"RNA, 7SL, cytoplasmic 717, pseudogene",Human
77341,RN7SL724P,"RNA, 7SL, cytoplasmic 724, pseudogene",Human
77345,RN7SL728P,"RNA, 7SL, cytoplasmic 728, pseudogene",Human
77348,RN7SL731P,"RNA, 7SL, cytoplasmic 731, pseudogene",Human
77349,RN7SL732P,"RNA, 7SL, cytoplasmic 732, pseudogene",Human
77350,RN7SL733P,"RNA, 7SL, cytoplasmic 733, pseudogene",Human
77352,RN7SL735P,"RNA, 7SL, cytoplasmic 735, pseudogene",Human
77353,RN7SL736P,"RNA, 7SL, cytoplasmic 736, pseudogene",Human
77354,RN7SL737P,"RNA, 7SL, cytoplasmic 737, pseudogene",Human
77360,RN7SL743P,"RNA, 7SL, cytoplasmic 743, pseudogene",Human
77361,RN7SL744P,"RNA, 7SL, cytoplasmic 744, pseudogene",Human
77362,RN7SL745P,"RNA, 7SL, cytoplasmic 745, pseudogene",Human
77366,RN7SL749P,"RNA, 7SL, cytoplasmic 749, pseudogene",Human
77368,RN7SL751P,"RNA, 7SL, cytoplasmic 751, pseudogene",Human
77369,RN7SL752P,"RNA, 7SL, cytoplasmic 752, pseudogene",Human
77370,RN7SL753P,"RNA, 7SL, cytoplasmic 753, pseudogene",Human
77371,RN7SL754P,"RNA, 7SL, cytoplasmic 754, pseudogene",Human
77374,RN7SL757P,"RNA, 7SL, cytoplasmic 757, pseudogene",Human
77377,RN7SL760P,"RNA, 7SL, cytoplasmic 760, pseudogene",Human
77381,RN7SL764P,"RNA, 7SL, cytoplasmic 764, pseudogene",Human
77384,RN7SL767P,"RNA, 7SL, cytoplasmic 767, pseudogene",Human
77386,RN7SL769P,"RNA, 7SL, cytoplasmic 769, pseudogene",Human
77392,RN7SL775P,"RNA, 7SL, cytoplasmic 775, pseudogene",Human
77393,RN7SL776P,"RNA, 7SL, cytoplasmic 776, pseudogene",Human
77395,RN7SL778P,"RNA, 7SL, cytoplasmic 778, pseudogene",Human
77401,RN7SL784P,"RNA, 7SL, cytoplasmic 784, pseudogene",Human
77403,RN7SL786P,"RNA, 7SL, cytoplasmic 786, pseudogene",Human
77404,RN7SL787P,"RNA, 7SL, cytoplasmic 787, pseudogene",Human
77405,RN7SL788P,"RNA, 7SL, cytoplasmic 788, pseudogene",Human
77406,RN7SL789P,"RNA, 7SL, cytoplasmic 789, pseudogene",Human
77408,RN7SL791P,"RNA, 7SL, cytoplasmic 791, pseudogene",Human
77411,RN7SL794P,"RNA, 7SL, cytoplasmic 794, pseudogene",Human
77412,RN7SL795P,"RNA, 7SL, cytoplasmic 795, pseudogene",Human
77416,RN7SL799P,"RNA, 7SL, cytoplasmic 799, pseudogene",Human
77417,RN7SL800P,"RNA, 7SL, cytoplasmic 800, pseudogene",Human
77418,RN7SL801P,"RNA, 7SL, cytoplasmic 801, pseudogene",Human
77420,RN7SL803P,"RNA, 7SL, cytoplasmic 803, pseudogene",Human
77421,RN7SL804P,"RNA, 7SL, cytoplasmic 804, pseudogene",Human
77423,RN7SL806P,"RNA, 7SL, cytoplasmic 806, pseudogene",Human
77425,RN7SL808P,"RNA, 7SL, cytoplasmic 808, pseudogene",Human
77426,RN7SL809P,"RNA, 7SL, cytoplasmic 809, pseudogene",Human
77429,RN7SL812P,"RNA, 7SL, cytoplasmic 812, pseudogene",Human
77430,RN7SL813P,"RNA, 7SL, cytoplasmic 813, pseudogene",Human
77431,RN7SL814P,"RNA, 7SL, cytoplasmic 814, pseudogene",Human
77439,RN7SL822P,"RNA, 7SL, cytoplasmic 822, pseudogene",Human
77440,RN7SL823P,"RNA, 7SL, cytoplasmic 823, pseudogene",Human
77441,RN7SL824P,"RNA, 7SL, cytoplasmic 824, pseudogene",Human
77444,RN7SL827P,"RNA, 7SL, cytoplasmic 827, pseudogene",Human
77445,RN7SL828P,"RNA, 7SL, cytoplasmic 828, pseudogene",Human
77449,RN7SL832P,"RNA, 7SL, cytoplasmic 832, pseudogene",Human
77450,RN7SL833P,"RNA, 7SL, cytoplasmic 833, pseudogene",Human
77451,RN7SL834P,"RNA, 7SL, cytoplasmic 834, pseudogene",Human
77453,RN7SL836P,"RNA, 7SL, cytoplasmic 836, pseudogene",Human
77455,RN7SL838P,"RNA, 7SL, cytoplasmic 838, pseudogene",Human
77459,RN7SL842P,"RNA, 7SL, cytoplasmic 842, pseudogene",Human
77463,RN7SL846P,"RNA, 7SL, cytoplasmic 846, pseudogene",Human
77468,RN7SL851P,"RNA, 7SL, cytoplasmic 851, pseudogene",Human
77471,RN7SL854P,"RNA, 7SL, cytoplasmic 854, pseudogene",Human
77473,RN7SL856P,"RNA, 7SL, cytoplasmic 856, pseudogene",Human
77479,RN7SL862P,"RNA, 7SL, cytoplasmic 862, pseudogene",Human
77481,RN7SL864P,"RNA, 7SL, cytoplasmic 864, pseudogene",Human
77482,RN7SL865P,"RNA, 7SL, cytoplasmic 865, pseudogene",Human
77485,RN7SL868P,"RNA, 7SL, cytoplasmic 868, pseudogene",Human
77517,RNA5S9,"RNA, 5S ribosomal 9",Human
77552,RNA5SP44,"RNA, 5S ribosomal pseudogene 44",Human
77576,RNA5SP68,"RNA, 5S ribosomal pseudogene 68",Human
77615,RNA5SP108,"RNA, 5S ribosomal pseudogene 108",Human
77636,RNA5SP129,"RNA, 5S ribosomal pseudogene 129",Human
77652,RNA5SP145,"RNA, 5S ribosomal pseudogene 145",Human
77656,RNA5SP149,"RNA, 5S ribosomal pseudogene 149",Human
77661,RNA5SP154,"RNA, 5S ribosomal pseudogene 154",Human
77662,RNA5SP155,"RNA, 5S ribosomal pseudogene 155",Human
77702,RNA5SP195,"RNA, 5S ribosomal pseudogene 195",Human
77709,RNA5SP202,"RNA, 5S ribosomal pseudogene 202",Human
77722,RNA5SP215,"RNA, 5S ribosomal pseudogene 215",Human
77744,RNA5SP237,"RNA, 5S ribosomal pseudogene 237",Human
77751,RNA5SP244,"RNA, 5S ribosomal pseudogene 244",Human
77755,RNA5SP248,"RNA, 5S ribosomal pseudogene 248",Human
77803,RNA5SP296,"RNA, 5S ribosomal pseudogene 296",Human
77814,RNA5SP307,"RNA, 5S ribosomal pseudogene 307",Human
77851,RNA5SP344,"RNA, 5S ribosomal pseudogene 344",Human
77861,RNA5SP354,"RNA, 5S ribosomal pseudogene 354",Human
77875,RNA5SP368,"RNA, 5S ribosomal pseudogene 368",Human
77879,RNA5SP372,"RNA, 5S ribosomal pseudogene 372",Human
77893,RNA5SP386,"RNA, 5S ribosomal pseudogene 386",Human
77902,RNA5SP395,"RNA, 5S ribosomal pseudogene 395",Human
77931,RNA5SP424,"RNA, 5S ribosomal pseudogene 424",Human
77991,RNA5SP484,"RNA, 5S ribosomal pseudogene 484",Human
77999,RNA5SP492,"RNA, 5S ribosomal pseudogene 492",Human
78078,RNASE1,"ribonuclease A family member 1, pancreatic",Human
78079,RNASE2,ribonuclease A family member 2,Human
78080,RNASE3,ribonuclease A family member 3,Human
78081,RNASE4,ribonuclease A family member 4,Human
78082,RNASE6,ribonuclease A family member k6,Human
78083,RNASE7,ribonuclease A family member 7,Human
78087,RNASE11,ribonuclease A family member 11 (inactive),Human
78089,RNASE13,ribonuclease A family member 13 (inactive),Human
78090,RNASEH1,ribonuclease H1,Human
78091,RNASEH1-AS1,RNASEH1 antisense RNA 1,Human
78092,RNASEH1P1,ribonuclease H1 pseudogene 1,Human
78093,RNASEH1P2,ribonuclease H1 pseudogene 2,Human
78095,RNASEH2A,ribonuclease H2 subunit A,Human
78096,RNASEH2B,ribonuclease H2 subunit B,Human
78097,RNASEH2B-AS1,RNASEH2B antisense RNA 1,Human
78099,RNASEH2CP1,ribonuclease H2 subunit C pseudogene 1,Human
78100,RNASEK,ribonuclease K,Human
78101,RNASEK-C17orf49,RNASEK-C17orf49 readthrough,Human
78102,RNASEL,ribonuclease L,Human
78104,RNASET2,ribonuclease T2,Human
78105,RND1,Rho family GTPase 1,Human
78106,RND2,Rho family GTPase 2,Human
78107,RND3,Rho family GTPase 3,Human
78111,RNF2,ring finger protein 2,Human
78112,RNF2P1,ring finger protein 2 pseudogene 1,Human
78113,RNF4,ring finger protein 4,Human
78114,RNF5,ring finger protein 5,Human
78115,RNF5P1,ring finger protein 5 pseudogene 1,Human
78116,RNF6,ring finger protein 6,Human
78118,RNF7,ring finger protein 7,Human
78119,RNF7P1,ring finger protein 7 pseudogene 1,Human
78120,RNF8,ring finger protein 8,Human
78121,RNF10,ring finger protein 10,Human
78123,RNF11,ring finger protein 11,Human
78126,RNF13,ring finger protein 13,Human
78127,RNF14,ring finger protein 14,Human
78128,RNF17,ring finger protein 17,Human
78129,RNF19A,"ring finger protein 19A, RBR E3 ubiquitin protein ligase",Human
78130,RNF19B,ring finger protein 19B,Human
78133,RNF20,ring finger protein 20,Human
78134,RNF24,ring finger protein 24,Human
78135,RNF25,ring finger protein 25,Human
78137,RNF31,ring finger protein 31,Human
78138,RNF32,ring finger protein 32,Human
78142,RNF38,ring finger protein 38,Human
78143,RNF39,ring finger protein 39,Human
78144,RNF40,ring finger protein 40,Human
78145,RNF41,ring finger protein 41,Human
78147,RNF44,ring finger protein 44,Human
78148,RNF103,ring finger protein 103,Human
78149,RNF103-CHMP3,RNF103-CHMP3 readthrough,Human
78150,RNF111,ring finger protein 111,Human
78151,RNF112,ring finger protein 112,Human
78152,RNF113A,ring finger protein 113A,Human
78154,RNF114,ring finger protein 114,Human
78155,RNF115,ring finger protein 115,Human
78156,RNF121,ring finger protein 121,Human
78157,RNF122,ring finger protein 122,Human
78158,RNF123,ring finger protein 123,Human
78159,RNF125,ring finger protein 125,Human
78161,RNF126P1,ring finger protein 126 pseudogene 1,Human
78162,RNF128,ring finger protein 128,Human
78163,RNF130,ring finger protein 130,Human
78165,RNF135,ring finger protein 135,Human
78166,RNF138,ring finger protein 138,Human
78167,RNF138P1,ring finger protein 138 pseudogene 1,Human
78169,RNF139,ring finger protein 139,Human
78170,RNF139-AS1,RNF139 antisense RNA 1 (head to head),Human
78171,RNF141,ring finger protein 141,Human
78172,RNF144A,ring finger protein 144A,Human
78173,RNF144A-AS1,RNF144A antisense RNA 1,Human
78174,RNF144B,ring finger protein 144B,Human
78175,RNF145,ring finger protein 145,Human
78176,RNF146,ring finger protein 146,Human
78178,RNF149,ring finger protein 149,Human
78179,RNF150,ring finger protein 150,Human
78180,RNF151,ring finger protein 151,Human
78181,RNF152,ring finger protein 152,Human
78182,RNF152P1,ring finger protein 152 pseudogene 1,Human
78183,RNF157,ring finger protein 157,Human
78185,RNF165,ring finger protein 165,Human
78187,RNF166,ring finger protein 166,Human
78188,RNF167,ring finger protein 167,Human
78189,RNF168,ring finger protein 168,Human
78190,RNF169,ring finger protein 169,Human
78191,RNF170,ring finger protein 170,Human
78192,RNF175,ring finger protein 175,Human
78193,RNF180,ring finger protein 180,Human
78194,RNF181,ring finger protein 181,Human
78195,RNF182,ring finger protein 182,Human
78196,RNF183,ring finger protein 183,Human
78197,RNF185,ring finger protein 185,Human
78198,RNF185-AS1,RNF185 antisense RNA 1,Human
78200,RNF187,ring finger protein 187,Human
78201,RNF207,ring finger protein 207,Human
78202,RNF208,ring finger protein 208,Human
78203,RNF212,ring finger protein 212,Human
78204,RNF212B,ring finger protein 212B,Human
78206,RNF214,ring finger protein 214,Human
78207,RNF215,ring finger protein 215,Human
78208,RNF216,ring finger protein 216,Human
78209,RNF216-IT1,RNF216 intronic transcript 1,Human
78210,RNF216P1,ring finger protein 216 pseudogene 1,Human
78211,RNF217,ring finger protein 217,Human
78212,RNF217-AS1,RNF217 antisense RNA 1 (head to head),Human
78213,RNF219,ring finger protein 219,Human
78214,RNF219-AS1,RNF219 antisense RNA 1,Human
78215,RNF220,ring finger protein 220,Human
78216,RNF222,ring finger protein 222,Human
78218,RNF224,ring finger protein 224,Human
78219,RNF225,ring finger protein 225,Human
78220,RNF227,ring finger protein 227,Human
78221,RNFT1,"ring finger protein, transmembrane 1",Human
78222,RNFT1-DT,RNFT1 divergent transcript,Human
78225,RNFT1P3,"ring finger protein, transmembrane 1 pseudogene 3",Human
78226,RNFT2,"ring finger protein, transmembrane 2",Human
78227,RNGTT,RNA guanylyltransferase and 5'-phosphatase,Human
78229,RNH1,ribonuclease/angiogenin inhibitor 1,Human
78230,RNLS,"renalase, FAD dependent amine oxidase",Human
78231,RNMT,RNA guanine-7 methyltransferase,Human
78236,RNPC3,"RNA binding region (RNP1, RRM) containing 3",Human
78238,RNPEP,arginyl aminopeptidase,Human
78239,RNPEPL1,arginyl aminopeptidase like 1,Human
78240,RNPS1,RNA binding protein with serine rich domain 1,Human
78241,RNPS1P1,RNA binding protein with serine rich domain 1 pseudogene 1,Human
78262,RNU1-7P,"RNA, U1 small nuclear 7, pseudogene",Human
78264,RNU1-11P,"RNA, U1 small nuclear 11, pseudogene",Human
78265,RNU1-13P,"RNA, U1 small nuclear 13, pseudogene",Human
78266,RNU1-14P,"RNA, U1 small nuclear 14, pseudogene",Human
78268,RNU1-16P,"RNA, U1 small nuclear 16, pseudogene",Human
78270,RNU1-18P,"RNA, U1 small nuclear 18, pseudogene",Human
78271,RNU1-19P,"RNA, U1 small nuclear 19, pseudogene",Human
78278,RNU1-28P,"RNA, U1 small nuclear 28, pseudogene",Human
78280,RNU1-30P,"RNA, U1 small nuclear 30, pseudogene",Human
78284,RNU1-34P,"RNA, U1 small nuclear 34, pseudogene",Human
78288,RNU1-39P,"RNA, U1 small nuclear 39, pseudogene",Human
78291,RNU1-42P,"RNA, U1 small nuclear 42, pseudogene",Human
78292,RNU1-43P,"RNA, U1 small nuclear 43, pseudogene",Human
78303,RNU1-56P,"RNA, U1 small nuclear 56, pseudogene",Human
78310,RNU1-63P,"RNA, U1 small nuclear 63, pseudogene",Human
78313,RNU1-67P,"RNA, U1 small nuclear 67, pseudogene",Human
78317,RNU1-72P,"RNA, U1 small nuclear 72, pseudogene",Human
78318,RNU1-73P,"RNA, U1 small nuclear 73, pseudogene",Human
78322,RNU1-77P,"RNA, U1 small nuclear 77, pseudogene",Human
78327,RNU1-83P,"RNA, U1 small nuclear 83, pseudogene",Human
78331,RNU1-87P,"RNA, U1 small nuclear 87, pseudogene",Human
78332,RNU1-88P,"RNA, U1 small nuclear 88, pseudogene",Human
78333,RNU1-89P,"RNA, U1 small nuclear 89, pseudogene",Human
78336,RNU1-93P,"RNA, U1 small nuclear 93, pseudogene",Human
78337,RNU1-94P,"RNA, U1 small nuclear 94, pseudogene",Human
78342,RNU1-100P,"RNA, U1 small nuclear 100, pseudogene",Human
78347,RNU1-106P,"RNA, U1 small nuclear 106, pseudogene",Human
78349,RNU1-108P,"RNA, U1 small nuclear 108, pseudogene",Human
78350,RNU1-109P,"RNA, U1 small nuclear 109, pseudogene",Human
78357,RNU1-120P,"RNA, U1 small nuclear 120, pseudogene",Human
78358,RNU1-122P,"RNA, U1 small nuclear 122, pseudogene",Human
78360,RNU1-124P,"RNA, U1 small nuclear 124, pseudogene",Human
78361,RNU1-125P,"RNA, U1 small nuclear 125, pseudogene",Human
78368,RNU1-134P,"RNA, U1 small nuclear 134, pseudogene",Human
78370,RNU1-136P,"RNA, U1 small nuclear 136, pseudogene",Human
78397,RNU2-2P,"RNA, U2 small nuclear 2, pseudogene",Human
78398,RNU2-3P,"RNA, U2 small nuclear 3, pseudogene",Human
78399,RNU2-4P,"RNA, U2 small nuclear 4, pseudogene",Human
78401,RNU2-6P,"RNA, U2 small nuclear 6, pseudogene",Human
78402,RNU2-7P,"RNA, U2 small nuclear 7, pseudogene",Human
78406,RNU2-11P,"RNA, U2 small nuclear 11, pseudogene",Human
78409,RNU2-14P,"RNA, U2 small nuclear 14, pseudogene",Human
78410,RNU2-15P,"RNA, U2 small nuclear 15, pseudogene",Human
78412,RNU2-17P,"RNA, U2 small nuclear 17, pseudogene",Human
78413,RNU2-18P,"RNA, U2 small nuclear 18, pseudogene",Human
78419,RNU2-24P,"RNA, U2 small nuclear 24, pseudogene",Human
78428,RNU2-33P,"RNA, U2 small nuclear 33, pseudogene",Human
78431,RNU2-36P,"RNA, U2 small nuclear 36, pseudogene",Human
78437,RNU2-42P,"RNA, U2 small nuclear 42, pseudogene",Human
78443,RNU2-48P,"RNA, U2 small nuclear 48, pseudogene",Human
78454,RNU2-59P,"RNA, U2 small nuclear 59, pseudogene",Human
78456,RNU2-61P,"RNA, U2 small nuclear 61, pseudogene",Human
78457,RNU2-62P,"RNA, U2 small nuclear 62, pseudogene",Human
78458,RNU2-63P,"RNA, U2 small nuclear 63, pseudogene",Human
78459,RNU2-64P,"RNA, U2 small nuclear 64, pseudogene",Human
78463,RNU2-68P,"RNA, U2 small nuclear 68, pseudogene",Human
78465,RNU2-70P,"RNA, U2 small nuclear 70, pseudogene",Human
78475,RNU4-1,"RNA, U4 small nuclear 1",Human
78477,RNU4-2,"RNA, U4 small nuclear 2",Human
78479,RNU4-4P,"RNA, U4 small nuclear 4, pseudogene",Human
78481,RNU4-6P,"RNA, U4 small nuclear 6, pseudogene",Human
78482,RNU4-7P,"RNA, U4 small nuclear 7, pseudogene",Human
78484,RNU4-9P,"RNA, U4 small nuclear 9, pseudogene",Human
78496,RNU4-21P,"RNA, U4 small nuclear 21, pseudogene",Human
78499,RNU4-24P,"RNA, U4 small nuclear 24, pseudogene",Human
78507,RNU4-32P,"RNA, U4 small nuclear 32, pseudogene",Human
